Start Date,End Date,County,State,Property Type,Median Sale Price,Median Sale Price MoM,Median List Price,Median List Price MoM,Median Price per Sqft,Median Price per Sqft MoM,Median List Price per Sqft,Median List Price per Sqft MoM,Homes Sold,Homes Sold MoM,Pending Sales,Pending Sales MoM,New Listings,New Listings MoM,Months of Supply,Months of Supply MoM,Median Days on Market,Median Days on Market MoM,Average Sale to List,Average Sale to List MoM,Sold Above List,Sold Above List MoM,Price Drops,Price Drops MoM,Off Market in Two Weeks,Off Market in Two Weeks MoM
2015-05-01,2015-05-31,Hunterdon County,NJ,All Residential,"$355,000.00",,"$409,500.00",,$174.41,,$183.58,,124,,152,,308,,8,,83,,96.45%,,12.10%,,23.52%,0.00%,19.08%,
2015-05-01,2015-05-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$177,500.00",,"$409,500.00",,$89.29,,$183.58,,2,,1,,6,,10,,0,,83.97%,,0.00%,,19.05%,0.00%,100.00%,
2015-05-01,2015-05-31,Hunterdon County,NJ,Single Family Residential,"$355,000.00",,"$409,500.00",,$173.44,,$183.58,,122,,147,,292,,7,,83,,96.64%,,12.30%,,23.53%,0.00%,19.05%,
2015-05-01,2015-05-31,Hunterdon County,NJ,Townhouse,"$365,000.00",,"$409,500.00",,$188.87,,$183.58,,2,,4,,7,,21,,52,,96.69%,,0.00%,,30.95%,0.00%,0.00%,
2015-06-01,2015-06-30,Hunterdon County,NJ,All Residential,"$375,000.00",5.63%,"$385,000.00",-5.98%,$174.72,0.18%,$176.48,-3.87%,228,83.87%,136,-10.53%,241,-21.75%,4,-380.00%,68,-1500.00%,97.18%,0.73%,7.02%,-5.08%,24.21%,0.70%,15.44%,-3.64%
2015-06-01,2015-06-30,Hunterdon County,NJ,Condo,"$545,000.00",,"$385,000.00",,$146.03,,$176.48,,1,,0,,3,,14,,10,,100.00%,,0.00%,,0.00%,0.00%,,
2015-06-01,2015-06-30,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$297,500.00",67.61%,"$385,000.00",-5.98%,$146.84,64.46%,$176.48,-3.87%,1,-50.00%,1,0.00%,5,-16.67%,23,1250.00%,13,,99.50%,15.53%,0.00%,0.00%,34.78%,15.73%,0.00%,-100.00%
2015-06-01,2015-06-30,Hunterdon County,NJ,Single Family Residential,"$376,351.00",6.01%,"$385,000.00",-5.98%,$174.72,0.74%,$176.48,-3.87%,225,84.43%,133,-9.52%,223,-23.63%,4,-360.00%,68,-1500.00%,97.15%,0.50%,7.11%,-5.18%,24.46%,0.93%,15.79%,-3.26%
2015-06-01,2015-06-30,Hunterdon County,NJ,Townhouse,"$345,000.00",-5.48%,"$385,000.00",-5.98%,$191.87,1.59%,$176.48,-3.87%,4,100.00%,2,-50.00%,10,42.86%,11,-920.00%,59,700.00%,97.98%,1.30%,25.00%,25.00%,25.53%,-5.42%,0.00%,0.00%
2015-07-01,2015-07-31,Hunterdon County,NJ,All Residential,"$330,000.00",-12.00%,"$379,250.00",-1.49%,$172.85,-1.07%,$173.43,-1.73%,174,-23.68%,114,-16.18%,213,-11.62%,6,140.00%,52,-1600.00%,96.17%,-1.01%,11.49%,4.48%,24.14%,-0.07%,13.16%,-2.28%
2015-07-01,2015-07-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$240,000.00",-19.33%,"$379,250.00",-1.49%,$81.63,-44.41%,$173.43,-1.73%,3,200.00%,1,0.00%,1,-80.00%,7,-1530.00%,219,20600.00%,90.57%,-8.92%,0.00%,0.00%,21.74%,-13.04%,0.00%,0.00%
2015-07-01,2015-07-31,Hunterdon County,NJ,Single Family Residential,"$334,000.00",-11.25%,"$379,250.00",-1.49%,$173.61,-0.64%,$173.43,-1.73%,172,-23.56%,109,-18.05%,194,-13.00%,5,130.00%,52,-1600.00%,96.27%,-0.88%,11.63%,4.52%,24.14%,-0.32%,13.76%,-2.03%
2015-08-01,2015-08-31,Hunterdon County,NJ,All Residential,"$370,000.00",12.12%,"$362,450.00",-4.43%,$172.19,-0.38%,$179.25,3.36%,168,-3.45%,86,-24.56%,184,-13.62%,6,10.00%,65,1300.00%,96.49%,0.31%,7.14%,-4.35%,19.14%,-5.00%,19.77%,6.61%
2015-08-01,2015-08-31,Hunterdon County,NJ,Condo,"$139,000.00",,"$362,450.00",,$149.46,,$179.25,,1,,0,,1,,14,,63,,95.86%,,0.00%,,21.43%,0.00%,,
2015-08-01,2015-08-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$320,000.00",33.33%,"$362,450.00",-4.43%,$121.21,48.48%,$179.25,3.36%,1,-66.67%,1,0.00%,1,0.00%,19,1130.00%,89,-13000.00%,97.86%,7.28%,0.00%,0.00%,31.58%,9.84%,0.00%,0.00%
2015-08-01,2015-08-31,Hunterdon County,NJ,Single Family Residential,"$370,000.00",10.78%,"$362,450.00",-4.43%,$173.83,0.13%,$179.25,3.36%,165,-4.07%,81,-25.69%,175,-9.79%,5,10.00%,64,1200.00%,96.50%,0.23%,7.27%,-4.36%,19.10%,-5.03%,19.75%,5.99%
2015-08-01,2015-08-31,Hunterdon County,NJ,Townhouse,"$286,000.00",,"$362,450.00",,$164.75,,$179.25,,1,,4,,7,,49,,184,,93.16%,,0.00%,,18.37%,0.00%,25.00%,
2015-09-01,2015-09-30,Hunterdon County,NJ,All Residential,"$350,000.00",-5.41%,"$389,450.00",7.45%,$168.74,-2.00%,$177.09,-1.20%,156,-7.14%,87,1.16%,212,15.22%,6,40.00%,78,1300.00%,96.21%,-0.27%,14.10%,6.96%,23.08%,3.94%,26.44%,6.67%
2015-09-01,2015-09-30,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$309,250.00",-3.36%,"$389,450.00",7.45%,$124.71,2.89%,$177.09,-1.20%,2,100.00%,0,,5,400.00%,11,-800.00%,102,1300.00%,91.93%,-5.93%,0.00%,0.00%,13.64%,-17.94%,,
2015-09-01,2015-09-30,Hunterdon County,NJ,Single Family Residential,"$350,000.00",-5.41%,"$389,450.00",7.45%,$169.28,-2.62%,$177.09,-1.20%,153,-7.27%,83,2.47%,197,12.57%,6,40.00%,78,1400.00%,96.27%,-0.24%,14.38%,7.11%,23.57%,4.47%,25.30%,5.55%
2015-09-01,2015-09-30,Hunterdon County,NJ,Townhouse,"$155,000.00",-45.80%,"$389,450.00",7.45%,$131.47,-20.20%,$177.09,-1.20%,1,0.00%,3,-25.00%,6,-14.29%,48,-100.00%,27,-15700.00%,96.94%,3.78%,0.00%,0.00%,25.00%,6.63%,33.33%,8.33%
2015-10-01,2015-10-31,Hunterdon County,NJ,All Residential,"$333,750.00",-4.64%,"$359,000.00",-7.82%,$172.20,2.05%,$168.29,-4.97%,163,4.49%,97,11.49%,173,-18.40%,5,-80.00%,89,1100.00%,96.20%,-0.02%,11.04%,-3.06%,21.24%,-1.83%,15.46%,-10.97%
2015-10-01,2015-10-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$170,000.00",-45.03%,"$359,000.00",-7.82%,$82.05,-34.21%,$168.29,-4.97%,3,50.00%,0,,3,-40.00%,6,-430.00%,160,5800.00%,87.97%,-3.96%,0.00%,0.00%,15.00%,1.36%,,
2015-10-01,2015-10-31,Hunterdon County,NJ,Single Family Residential,"$335,500.00",-4.14%,"$359,000.00",-7.82%,$172.20,1.72%,$168.29,-4.97%,159,3.92%,90,8.43%,164,-16.75%,5,-70.00%,89,1100.00%,96.35%,0.08%,11.32%,-3.06%,22.21%,-1.36%,14.44%,-10.86%
2015-10-01,2015-10-31,Hunterdon County,NJ,Townhouse,"$246,000.00",58.71%,"$359,000.00",-7.82%,$180.88,37.59%,$168.29,-4.97%,1,0.00%,4,33.33%,4,-33.33%,39,-900.00%,56,2900.00%,96.51%,-0.43%,0.00%,0.00%,7.69%,-17.31%,25.00%,-8.33%
2015-11-01,2015-11-30,Hunterdon County,NJ,All Residential,"$330,000.00",-1.12%,"$319,900.00",-10.89%,$160.12,-7.02%,$161.22,-4.20%,111,-31.90%,69,-28.87%,118,-31.79%,7,190.00%,78,-1100.00%,94.94%,-1.25%,5.41%,-5.64%,19.22%,-2.03%,18.84%,3.38%
2015-11-01,2015-11-30,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$369,000.00",117.06%,"$319,900.00",-10.89%,$nan,,$161.22,-4.20%,1,-66.67%,0,,3,0.00%,20,1330.00%,471,31100.00%,86.82%,-1.15%,0.00%,0.00%,25.00%,10.00%,,
2015-11-01,2015-11-30,Hunterdon County,NJ,Single Family Residential,"$330,000.00",-1.64%,"$319,900.00",-10.89%,$160.35,-6.88%,$161.22,-4.20%,109,-31.45%,64,-28.89%,108,-34.15%,7,170.00%,76,-1300.00%,95.01%,-1.34%,5.50%,-5.82%,19.15%,-3.06%,17.19%,2.74%
2015-11-01,2015-11-30,Hunterdon County,NJ,Townhouse,"$288,000.00",17.07%,"$319,900.00",-10.89%,$154.34,-14.67%,$161.22,-4.20%,1,0.00%,4,0.00%,7,75.00%,35,-400.00%,232,17600.00%,96.00%,-0.51%,0.00%,0.00%,20.00%,12.31%,50.00%,25.00%
2015-12-01,2015-12-31,Hunterdon County,NJ,All Residential,"$330,000.00",0.00%,"$253,500.00",-20.76%,$161.84,1.08%,$150.00,-6.96%,150,35.14%,59,-14.49%,80,-32.20%,5,-260.00%,76,-200.00%,96.03%,1.09%,8.00%,2.59%,10.40%,-8.82%,13.56%,-5.28%
2015-12-01,2015-12-31,Hunterdon County,NJ,Condo,"$215,000.00",,$nan,,$216.73,,$nan,,1,,2,,0,,6,,68,,98.17%,,0.00%,,33.33%,0.00%,0.00%,
2015-12-01,2015-12-31,Hunterdon County,NJ,Single Family Residential,"$336,500.00",1.97%,"$253,500.00",-20.76%,$161.68,0.83%,$150.00,-6.96%,148,35.78%,55,-14.06%,73,-32.41%,4,-240.00%,76,0.00%,96.02%,1.01%,8.11%,2.60%,10.39%,-8.76%,12.73%,-4.46%
2015-12-01,2015-12-31,Hunterdon County,NJ,Townhouse,"$276,500.00",-3.99%,"$253,500.00",-20.76%,$302.19,95.79%,$150.00,-6.96%,1,0.00%,1,-75.00%,3,-57.14%,31,-400.00%,103,-12900.00%,95.67%,-0.33%,0.00%,0.00%,9.68%,-10.32%,0.00%,-50.00%
2016-01-01,2016-01-31,Hunterdon County,NJ,All Residential,"$320,799.00",-2.79%,"$349,900.00",38.03%,$163.83,1.23%,$174.41,16.27%,96,-36.00%,43,-27.12%,131,63.75%,7,260.00%,95,1900.00%,96.21%,0.18%,13.54%,5.54%,15.50%,5.10%,27.91%,14.35%
2016-01-01,2016-01-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$352,000.00",,"$349,900.00",,$nan,,$174.41,,1,,0,,2,,19,,210,,89.11%,,0.00%,,21.05%,0.00%,,
2016-01-01,2016-01-31,Hunterdon County,NJ,Single Family Residential,"$320,799.00",-4.67%,"$349,900.00",38.03%,$164.24,1.58%,$174.41,16.27%,94,-36.49%,43,-21.82%,121,65.75%,7,240.00%,91,1500.00%,96.38%,0.37%,13.83%,5.72%,15.03%,4.64%,27.91%,15.18%
2016-01-01,2016-01-31,Hunterdon County,NJ,Townhouse,"$120,000.00",-56.60%,"$349,900.00",38.03%,$116.17,-61.56%,$174.41,16.27%,1,0.00%,0,,7,133.33%,32,100.00%,184,8100.00%,87.27%,-8.40%,0.00%,0.00%,25.00%,15.32%,,
2016-02-01,2016-02-29,Hunterdon County,NJ,All Residential,"$308,500.00",-3.83%,"$395,000.00",12.89%,$163.37,-0.28%,$180.08,3.25%,81,-15.62%,61,41.86%,209,59.54%,9,210.00%,101,600.00%,94.97%,-1.24%,8.64%,-4.90%,17.98%,2.48%,34.43%,6.52%
2016-02-01,2016-02-29,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$179,000.00",-49.15%,"$395,000.00",12.89%,$76.63,,$180.08,3.25%,1,0.00%,1,,6,200.00%,24,500.00%,12,-19800.00%,89.54%,0.43%,0.00%,0.00%,37.50%,16.45%,0.00%,
2016-02-01,2016-02-29,Hunterdon County,NJ,Single Family Residential,"$309,250.00",-3.60%,"$395,000.00",12.89%,$164.10,-0.09%,$180.08,3.25%,80,-14.89%,60,39.53%,195,61.16%,9,190.00%,101,1000.00%,95.03%,-1.35%,8.75%,-5.08%,18.17%,3.14%,35.00%,7.09%
2016-03-01,2016-03-31,Hunterdon County,NJ,All Residential,"$325,000.00",5.35%,"$399,900.00",1.24%,$155.95,-4.54%,$180.30,0.12%,106,30.86%,134,119.67%,320,53.11%,8,-160.00%,136,3500.00%,94.74%,-0.23%,10.38%,1.74%,22.76%,4.78%,29.10%,-5.32%
2016-03-01,2016-03-31,Hunterdon County,NJ,Condo,"$101,437.50",,"$399,900.00",,$102.71,,$180.30,,2,,1,,4,,4,,232,,86.18%,,0.00%,,37.50%,0.00%,0.00%,
2016-03-01,2016-03-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$273,000.00",52.51%,$nan,,$135.33,76.61%,$nan,,2,100.00%,2,100.00%,0,,9,-1500.00%,76,6400.00%,90.34%,0.80%,0.00%,0.00%,50.00%,12.50%,0.00%,0.00%
2016-03-01,2016-03-31,Hunterdon County,NJ,Single Family Residential,"$326,250.00",5.50%,"$399,900.00",1.24%,$158.69,-3.30%,$180.30,0.12%,103,28.75%,128,113.33%,311,59.49%,7,-120.00%,136,3500.00%,94.99%,-0.05%,10.68%,1.93%,22.39%,4.22%,28.91%,-6.09%
2016-04-01,2016-04-30,Hunterdon County,NJ,All Residential,"$310,000.00",-4.62%,"$410,000.00",2.53%,$162.07,3.92%,$178.31,-1.10%,117,10.38%,164,22.39%,341,6.56%,8,-10.00%,88,-4800.00%,94.99%,0.25%,6.84%,-3.54%,24.06%,1.30%,40.24%,11.14%
2016-04-01,2016-04-30,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$210,000.00",-23.08%,"$410,000.00",,$104.17,-23.03%,$178.31,,4,100.00%,1,-50.00%,4,,3,-520.00%,119,4300.00%,83.78%,-6.57%,0.00%,0.00%,20.00%,-30.00%,0.00%,0.00%
2016-04-01,2016-04-30,Hunterdon County,NJ,Single Family Residential,"$312,500.00",-4.21%,"$410,000.00",2.53%,$163.96,3.32%,$178.31,-1.10%,112,8.74%,158,23.44%,324,4.18%,7,0.00%,86,-5000.00%,95.45%,0.47%,7.14%,-3.54%,24.23%,1.84%,41.14%,12.23%
2016-04-01,2016-04-30,Hunterdon County,NJ,Townhouse,"$330,000.00",,"$410,000.00",,$128.30,,$178.31,,1,,4,,12,,37,,174,,88.00%,,0.00%,,29.73%,0.00%,25.00%,
2016-05-01,2016-05-31,Hunterdon County,NJ,All Residential,"$353,000.00",13.87%,"$399,900.00",-2.46%,$170.31,5.09%,$184.00,3.19%,161,37.61%,135,-17.68%,241,-29.33%,5,-210.00%,69,-1900.00%,96.80%,1.81%,11.80%,4.96%,24.66%,0.59%,15.56%,-24.69%
2016-05-01,2016-05-31,Hunterdon County,NJ,Condo,"$152,500.00",,"$399,900.00",,$159.19,,$184.00,,1,,1,,1,,8,,102,,96.52%,,0.00%,,25.00%,0.00%,0.00%,
2016-05-01,2016-05-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$200,000.00",-4.76%,"$399,900.00",-2.46%,$114.68,10.09%,$184.00,3.19%,6,50.00%,2,100.00%,5,25.00%,2,-100.00%,130,1100.00%,92.56%,8.78%,0.00%,0.00%,17.65%,-2.35%,50.00%,50.00%
2016-05-01,2016-05-31,Hunterdon County,NJ,Single Family Residential,"$359,900.00",15.17%,"$399,900.00",-2.46%,$170.31,3.88%,$184.00,3.19%,150,33.93%,129,-18.35%,223,-31.17%,5,-190.00%,69,-1700.00%,96.92%,1.47%,12.67%,5.52%,25.17%,0.94%,15.50%,-25.64%
2016-05-01,2016-05-31,Hunterdon County,NJ,Townhouse,"$296,250.00",-10.23%,"$399,900.00",-2.46%,$266.98,108.08%,$184.00,3.19%,4,300.00%,3,-25.00%,12,0.00%,10,-2650.00%,25,-14900.00%,98.62%,10.62%,0.00%,0.00%,30.95%,1.22%,0.00%,-25.00%
2016-06-01,2016-06-30,Hunterdon County,NJ,All Residential,"$378,000.00",7.08%,"$379,450.00",-5.11%,$174.56,2.49%,$175.99,-4.35%,205,27.33%,116,-14.07%,220,-8.71%,4,-130.00%,58,-1100.00%,96.67%,-0.13%,10.24%,-1.56%,26.91%,2.25%,18.10%,2.55%
2016-06-01,2016-06-30,Hunterdon County,NJ,Condo,"$180,000.00",18.03%,"$379,450.00",-5.11%,$165.59,4.03%,$175.99,-4.35%,1,0.00%,0,,4,300.00%,11,300.00%,188,8600.00%,90.05%,-6.47%,0.00%,0.00%,27.27%,2.27%,,
2016-06-01,2016-06-30,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$212,500.00",6.25%,"$379,450.00",-5.11%,$103.26,-9.96%,$175.99,-4.35%,1,-83.33%,2,0.00%,1,-80.00%,14,1120.00%,177,4700.00%,87.09%,-5.47%,0.00%,0.00%,28.57%,10.92%,0.00%,-50.00%
2016-06-01,2016-06-30,Hunterdon County,NJ,Single Family Residential,"$382,000.00",6.14%,"$379,450.00",-5.11%,$174.76,2.61%,$175.99,-4.35%,203,35.33%,109,-15.50%,207,-7.17%,4,-160.00%,58,-1100.00%,96.75%,-0.17%,10.34%,-2.32%,26.85%,1.68%,18.35%,2.84%
2016-07-01,2016-07-31,Hunterdon County,NJ,All Residential,"$390,000.00",3.17%,"$365,000.00",-3.81%,$174.77,0.12%,$173.57,-1.37%,192,-6.34%,131,12.93%,216,-1.82%,4,10.00%,50,-800.00%,96.80%,0.14%,10.94%,0.69%,24.53%,-2.37%,14.50%,-3.60%
2016-07-01,2016-07-31,Hunterdon County,NJ,Condo,"$85,000.00",-52.78%,"$365,000.00",-3.81%,$106.25,-35.84%,$173.57,-1.37%,1,0.00%,0,,3,-25.00%,13,200.00%,402,21400.00%,94.55%,4.50%,0.00%,0.00%,15.38%,-11.89%,,
2016-07-01,2016-07-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$305,000.00",43.53%,"$365,000.00",-3.81%,$nan,,$173.57,-1.37%,1,0.00%,1,-50.00%,8,700.00%,19,500.00%,166,-1100.00%,87.17%,0.08%,0.00%,0.00%,15.79%,-12.78%,0.00%,0.00%
2016-07-01,2016-07-31,Hunterdon County,NJ,Single Family Residential,"$396,000.00",3.66%,"$365,000.00",-3.81%,$175.61,0.48%,$173.57,-1.37%,189,-6.90%,126,15.60%,200,-3.38%,4,20.00%,49,-900.00%,96.98%,0.23%,11.11%,0.77%,24.91%,-1.94%,15.08%,-3.27%
2016-07-01,2016-07-31,Hunterdon County,NJ,Townhouse,"$210,000.00",,"$365,000.00",,$139.17,,$173.57,,1,,4,,5,,34,,41,,76.36%,,0.00%,,26.47%,0.00%,0.00%,
2016-08-01,2016-08-31,Hunterdon County,NJ,All Residential,"$385,250.00",-1.22%,"$365,000.00",0.00%,$176.50,0.99%,$171.13,-1.41%,195,1.56%,116,-11.45%,200,-7.41%,4,-30.00%,70,2000.00%,96.93%,0.13%,13.33%,2.40%,25.38%,0.84%,20.69%,6.19%
2016-08-01,2016-08-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$79,800.00",-73.84%,"$365,000.00",0.00%,$46.80,,$171.13,-1.41%,1,0.00%,2,100.00%,2,-75.00%,14,-500.00%,95,-7100.00%,76.07%,-11.10%,0.00%,0.00%,50.00%,34.21%,0.00%,0.00%
2016-08-01,2016-08-31,Hunterdon County,NJ,Single Family Residential,"$385,500.00",-2.65%,"$365,000.00",0.00%,$177.15,0.88%,$171.13,-1.41%,194,2.65%,108,-14.29%,186,-7.00%,4,-40.00%,70,2100.00%,97.04%,0.06%,13.40%,2.29%,24.78%,-0.13%,20.37%,5.29%
2016-09-01,2016-09-30,Hunterdon County,NJ,All Residential,"$360,000.00",-6.55%,"$352,500.00",-3.42%,$164.94,-6.55%,$180.61,5.54%,161,-17.44%,103,-11.21%,210,5.00%,5,90.00%,77,700.00%,96.92%,-0.01%,13.04%,-0.29%,29.07%,3.70%,8.74%,-11.95%
2016-09-01,2016-09-30,Hunterdon County,NJ,Condo,"$280,562.50",,"$352,500.00",,$144.35,,$180.61,,2,,1,,3,,6,,145,,97.45%,,0.00%,,8.33%,0.00%,0.00%,
2016-09-01,2016-09-30,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$361,000.00",352.38%,"$352,500.00",-3.42%,$123.36,163.57%,$180.61,5.54%,5,400.00%,2,0.00%,2,0.00%,2,-1160.00%,86,-900.00%,93.13%,17.06%,20.00%,20.00%,58.33%,8.33%,0.00%,0.00%
2016-09-01,2016-09-30,Hunterdon County,NJ,Single Family Residential,"$360,000.00",-6.61%,"$352,500.00",-3.42%,$167.21,-5.61%,$180.61,5.54%,152,-21.65%,96,-11.11%,201,8.06%,5,120.00%,72,200.00%,97.00%,-0.04%,13.16%,-0.24%,28.50%,3.72%,8.33%,-12.04%
2016-09-01,2016-09-30,Hunterdon County,NJ,Townhouse,"$497,450.00",,"$352,500.00",,$157.19,,$180.61,,2,,4,,4,,14,,680,,100.00%,,0.00%,,48.28%,0.00%,25.00%,
2016-10-01,2016-10-31,Hunterdon County,NJ,All Residential,"$378,000.00",5.00%,"$359,900.00",2.10%,$175.36,6.32%,$177.62,-1.66%,162,0.62%,107,3.88%,162,-22.86%,5,-30.00%,82,500.00%,96.48%,-0.44%,12.35%,-0.70%,27.16%,-1.91%,13.08%,4.35%
2016-10-01,2016-10-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$274,500.00",-23.96%,"$359,900.00",2.10%,$146.23,18.54%,$177.62,-1.66%,2,-60.00%,2,0.00%,1,-50.00%,5,260.00%,90,400.00%,90.91%,-2.22%,0.00%,-20.00%,60.00%,1.67%,0.00%,0.00%
2016-10-01,2016-10-31,Hunterdon County,NJ,Single Family Residential,"$380,000.00",5.56%,"$359,900.00",2.10%,$175.77,5.12%,$177.62,-1.66%,160,5.26%,101,5.21%,156,-22.39%,4,-50.00%,82,1000.00%,96.55%,-0.44%,12.50%,-0.66%,26.54%,-1.96%,13.86%,5.53%
2016-11-01,2016-11-30,Hunterdon County,NJ,All Residential,"$350,000.00",-7.41%,"$380,000.00",5.58%,$169.49,-3.35%,$175.64,-1.11%,159,-1.85%,94,-12.15%,138,-14.81%,4,-40.00%,64,-1800.00%,96.22%,-0.26%,13.84%,1.49%,23.81%,-3.35%,9.57%,-3.51%
2016-11-01,2016-11-30,Hunterdon County,NJ,Single Family Residential,"$349,500.00",-8.03%,"$380,000.00",5.58%,$169.49,-3.57%,$175.64,-1.11%,158,-1.25%,90,-10.89%,129,-17.31%,4,-40.00%,64,-1800.00%,96.20%,-0.35%,13.92%,1.42%,23.55%,-2.99%,10.00%,-3.86%
2016-11-01,2016-11-30,Hunterdon County,NJ,Townhouse,"$635,000.00",,"$380,000.00",,$nan,,$175.64,,1,,3,,8,,24,,215,,100.00%,,0.00%,,37.50%,0.00%,0.00%,
2016-12-01,2016-12-31,Hunterdon County,NJ,All Residential,"$361,000.00",3.14%,"$264,450.00",-30.41%,$164.00,-3.24%,$160.60,-8.56%,160,0.63%,71,-24.47%,98,-28.99%,4,-50.00%,58,-600.00%,96.52%,0.30%,12.50%,-1.34%,14.20%,-9.61%,16.90%,7.33%
2016-12-01,2016-12-31,Hunterdon County,NJ,Condo,"$179,000.00",,"$264,450.00",,$138.22,,$160.60,,1,,1,,1,,7,,110,,99.50%,,0.00%,,14.29%,0.00%,0.00%,
2016-12-01,2016-12-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$330,000.00",,"$264,450.00",,$131.02,,$160.60,,2,,1,,3,,4,,54,,100.20%,,50.00%,,0.00%,0.00%,0.00%,
2016-12-01,2016-12-31,Hunterdon County,NJ,Single Family Residential,"$362,500.00",3.72%,"$264,450.00",-30.41%,$166.16,-1.97%,$160.60,-8.56%,156,-1.27%,66,-26.67%,93,-27.91%,4,-40.00%,57,-700.00%,96.54%,0.34%,12.18%,-1.74%,14.22%,-9.34%,18.18%,8.18%
2016-12-01,2016-12-31,Hunterdon County,NJ,Townhouse,"$210,000.00",-66.93%,"$264,450.00",-30.41%,$148.31,,$160.60,-8.56%,1,0.00%,3,0.00%,1,-87.50%,20,-400.00%,58,-15700.00%,83.67%,-16.33%,0.00%,0.00%,30.00%,-7.50%,0.00%,0.00%
2017-01-01,2017-01-31,Hunterdon County,NJ,All Residential,"$323,300.00",-10.44%,"$345,000.00",30.46%,$167.58,2.18%,$167.98,4.60%,118,-26.25%,59,-16.90%,157,60.20%,5,150.00%,76,1800.00%,96.78%,0.26%,11.02%,-1.48%,20.42%,6.22%,13.56%,-3.34%
2017-01-01,2017-01-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$315,000.00",-4.55%,"$345,000.00",30.46%,$106.20,-18.94%,$167.98,4.60%,1,-50.00%,1,0.00%,3,0.00%,10,550.00%,171,11700.00%,92.91%,-7.29%,0.00%,-50.00%,40.00%,0.00%,0.00%,0.00%
2017-01-01,2017-01-31,Hunterdon County,NJ,Single Family Residential,"$330,000.00",-8.97%,"$345,000.00",30.46%,$167.57,0.85%,$167.98,4.60%,115,-26.28%,56,-15.15%,150,61.29%,5,150.00%,76,1900.00%,96.91%,0.37%,11.30%,-0.88%,19.68%,5.47%,14.29%,-3.90%
2017-01-01,2017-01-31,Hunterdon County,NJ,Townhouse,"$408,500.00",94.52%,"$345,000.00",30.46%,$173.87,17.24%,$167.98,4.60%,2,100.00%,2,-33.33%,4,300.00%,10,-1000.00%,73,1500.00%,91.34%,7.67%,0.00%,0.00%,45.00%,15.00%,0.00%,0.00%
2017-02-01,2017-02-28,Hunterdon County,NJ,All Residential,"$355,000.00",9.81%,"$399,900.00",15.91%,$165.75,-1.10%,$177.10,5.43%,99,-16.10%,91,54.24%,182,15.92%,6,120.00%,105,2900.00%,96.39%,-0.39%,13.13%,2.11%,18.24%,-2.18%,23.08%,9.52%
2017-02-01,2017-02-28,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$192,450.00",-38.90%,"$399,900.00",15.91%,$nan,,$177.10,5.43%,2,100.00%,1,0.00%,2,-33.33%,4,-550.00%,241,7000.00%,87.65%,-5.27%,0.00%,0.00%,22.22%,-17.78%,0.00%,0.00%
2017-02-01,2017-02-28,Hunterdon County,NJ,Single Family Residential,"$355,000.00",7.58%,"$399,900.00",15.91%,$165.75,-1.09%,$177.10,5.43%,96,-16.52%,87,55.36%,174,16.00%,6,110.00%,104,2800.00%,96.53%,-0.38%,13.54%,2.24%,18.08%,-1.60%,24.14%,9.85%
2017-02-01,2017-02-28,Hunterdon County,NJ,Townhouse,"$595,000.00",45.65%,"$399,900.00",15.91%,$nan,,$177.10,5.43%,1,-50.00%,3,50.00%,5,25.00%,19,900.00%,349,27600.00%,100.00%,8.66%,0.00%,0.00%,26.32%,-18.68%,0.00%,0.00%
2017-03-01,2017-03-31,Hunterdon County,NJ,All Residential,"$330,000.00",-7.04%,"$409,000.00",2.28%,$168.27,1.52%,$181.26,2.35%,135,36.36%,114,25.27%,277,52.20%,5,-150.00%,93,-1200.00%,95.87%,-0.52%,14.07%,0.94%,22.88%,4.65%,39.47%,16.40%
2017-03-01,2017-03-31,Hunterdon County,NJ,Condo,"$400,534.00",,$nan,,$151.95,,$nan,,1,,0,,0,,5,,331,,94.47%,,0.00%,,40.00%,0.00%,,
2017-03-01,2017-03-31,Hunterdon County,NJ,Multi-Family (2-4 Unit),"$277,500.00",44.19%,"$409,000.00",2.28%,$104.25,,$181.26,2.35%,2,0.00%,3,200.00%,5,150.00%,5,50.00%,289,4800.00%,97.63%,9.98%,0.00%,0.00%,40.00%,17.78%,33.33%,33.33%
